STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_is,Information society indicator,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag)
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT11,Burgenland (AT),2022,,85.01,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT12,Niederösterreich,2011,,74.17,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT12,Niederösterreich,2012,,74.36,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT12,Niederösterreich,2013,,74.36,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT12,Niederösterreich,2014,,74.19,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT12,Niederösterreich,2016,,81.45,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT12,Niederösterreich,2017,,83.93,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT12,Niederösterreich,2018,,83.58,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT12,Niederösterreich,2019,,87.77,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT12,Niederösterreich,2020,,85.72,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT12,Niederösterreich,2021,,92.00,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT12,Niederösterreich,2022,,89.48,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT13,Wien,2011,,82.27,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT13,Wien,2012,,79.15,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT13,Wien,2013,,80.20,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT13,Wien,2014,,83.50,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT13,Wien,2016,,86.77,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT13,Wien,2017,,88.10,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT13,Wien,2018,,89.23,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT13,Wien,2019,,88.27,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT13,Wien,2020,,89.97,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT13,Wien,2021,,91.82,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT13,Wien,2022,,94.46,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT21,Kärnten,2011,,72.41,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT21,Kärnten,2012,,71.48,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT21,Kärnten,2013,,71.35,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT21,Kärnten,2014,,71.41,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT21,Kärnten,2016,,77.48,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT21,Kärnten,2017,,79.31,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT21,Kärnten,2018,,83.19,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT21,Kärnten,2019,,83.75,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT21,Kärnten,2020,,81.50,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT21,Kärnten,2021,,84.70,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT21,Kärnten,2022,,88.44,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT22,Steiermark,2011,,70.59,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT22,Steiermark,2012,,74.38,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT22,Steiermark,2013,,74.66,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT22,Steiermark,2014,,71.32,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT22,Steiermark,2016,,76.01,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT22,Steiermark,2017,,84.12,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT22,Steiermark,2018,,83.33,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT22,Steiermark,2019,,83.64,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT22,Steiermark,2020,,81.88,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT22,Steiermark,2021,,84.76,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT22,Steiermark,2022,,89.57,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT31,Oberösterreich,2011,,74.58,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT31,Oberösterreich,2012,,75.48,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT31,Oberösterreich,2013,,78.59,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT31,Oberösterreich,2014,,78.10,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT31,Oberösterreich,2016,,83.30,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT31,Oberösterreich,2017,,82.74,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT31,Oberösterreich,2018,,84.30,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT31,Oberösterreich,2019,,84.76,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT31,Oberösterreich,2020,,83.93,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT31,Oberösterreich,2021,,88.51,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT31,Oberösterreich,2022,,87.48,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT32,Salzburg,2011,,76.23,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT32,Salzburg,2012,,79.86,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT32,Salzburg,2013,,77.26,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT32,Salzburg,2014,,80.63,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT32,Salzburg,2016,,81.01,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT32,Salzburg,2017,,87.55,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT32,Salzburg,2018,,85.82,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT32,Salzburg,2019,,86.48,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT32,Salzburg,2020,,86.45,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT32,Salzburg,2021,,90.22,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT32,Salzburg,2022,,91.38,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT33,Tirol,2011,,74.74,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT33,Tirol,2012,,72.21,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT33,Tirol,2013,,76.95,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT33,Tirol,2014,,77.73,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT33,Tirol,2016,,80.82,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT33,Tirol,2017,,86.29,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT33,Tirol,2018,,86.44,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT33,Tirol,2019,,88.24,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT33,Tirol,2020,,88.75,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT33,Tirol,2021,,89.48,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT33,Tirol,2022,,91.91,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT34,Vorarlberg,2011,,82.35,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT34,Vorarlberg,2012,,80.92,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT34,Vorarlberg,2013,,80.89,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT34,Vorarlberg,2014,,81.78,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT34,Vorarlberg,2016,,84.89,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT34,Vorarlberg,2017,,86.28,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT34,Vorarlberg,2018,,86.14,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT34,Vorarlberg,2019,,87.52,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT34,Vorarlberg,2020,,89.43,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT34,Vorarlberg,2021,,90.56,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,AT34,Vorarlberg,2022,,91.73,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2011,,79.22,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2012,,78.23,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2013,,78.22,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2014,,80.55,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2015,,84.10,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2016,,85.26,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2017,,86.10,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2018,,87.32,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2019,,88.13,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2020,,88.65,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2021,,92.74,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2022,,94.22,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE21,Prov. Antwerpen,2011,,80.74,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE21,Prov. Antwerpen,2012,,79.44,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE21,Prov. Antwerpen,2013,,83.99,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE21,Prov. Antwerpen,2014,,86.47,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE21,Prov. Antwerpen,2015,,84.39,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE21,Prov. Antwerpen,2016,,86.98,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE21,Prov. Antwerpen,2017,,89.01,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE21,Prov. Antwerpen,2018,,90.97,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE21,Prov. Antwerpen,2019,,91.48,,,
dataflow,ESTAT:TGS00050(1.0),Individuals regularly using the internet by NUTS 2 regions,A,Annual,I_IUSE,Frequency of internet access: once a week (including every day),PC_IND,Percentage of individuals,BE21,Prov. Antwerpen,2020,,90.40,,,
